;Unnamed: 0;fecha;texto;retweets;favoritos;hashtags;menciones;localizacion;origen;topic;idioma;polaridad;subjetividad
254;13;2021-07-07 16:54:27;"El partido no es otra cosa que su militancia.
Todas las ideas, lo que hemos puesto en práctica, proviene de la mili… https://t.co/O8cang8Vmn";43;63;[];[];España;Twitter Media Studio - LiveCut;felix;es;0.0;0.0
255;14;2021-07-07 19:07:10;"BERRETTINATOR AVANZA A #WIMBLEDON!

Matteo batte in quattro set Felix Auger-Aliassime e accede alla semifinaleeeeee… https://t.co/TY0AtCjqVN";52;404;['WIMBLEDON'];[];Italia;Twitter for iPhone;felix;co;0.0;0.0
256;15;2021-07-07 15:50:53;"Falleció hoy repentinamente Pablo Peguero, ex pelotero y scout de @Dodgers
 Desde el 2005 era encargado del program… https://t.co/sQlRBdiMIg";38;125;[];['Dodgers'];Orlando, Florida;Twitter Web App;felix;es;0.0;0.0
257;1;2021-07-07 16:48:56;#Peru🇵🇪 La #CIDH expresa su preocupación por el comunicado del Congreso de la República que acuerda continuar con l… https://t.co/LdOCX58p71;2324;4139;['Peru', 'CIDH'];[];Washington, DC;Twitter Web App;República;es;0.0;0.0
258;2;2021-07-08 00:08:26;1. A nota publicada hoje pelo Ministério da Defesa é gravíssima porque as Forças Armadas não são o poder moderador… https://t.co/JWVunOeKhi;3306;26246;[];[];Brasil;Twitter for Android;República;pt;0.0;0.0
259;3;2021-07-07 15:09:37;La Justicia convalidó la persecución que el kirchnerismo ejerce contra la familia Macri desde 2003. Primero incumpl… https://t.co/DEZzRy5Oqm;1293;2304;[];[];Buenos Aires, Argentina;Twitter Web App;República;es;0.0;0.0
260;4;2021-07-07 10:08:58;Opinião: Lobby com filho 04 mostra que República virou playground do clã Bolsonaro https://t.co/VV8HCrQZl6;1106;7566;[];[];Brasil;Zapier.com;República;pt;0.0;0.0
261;5;2021-07-08 01:05:34;Olha a petulância e soberba desse sujeito. É investigado por desvio de milhões na saúde, ataca a todos com autorita… https://t.co/917idehTpq;1371;5925;[];[];Niterói - Rio de Janeiro;Twitter for iPhone;República;pt;0.0;0.0
262;6;2021-07-07 22:31:38;Sempre uma honra participar da cerimônia de hasteamento da Bandeira Nacional e na presença do Presidente da Repúbli… https://t.co/DOgW7RcpeI;1368;9956;[];[];;Twitter for iPhone;República;pt;0.0;0.0
263;7;2021-07-07 13:40:35;Lamentamos profundamente el fallecimiento del Presidente de la República de Haití, Jovenel Moïse. Condenamos enérgi… https://t.co/xuqnoc3qRI;2252;3525;[];[];Cuba;Twitter for Android;República;es;0.0;0.0
264;8;2021-07-08 03:15:14;Ejerciendo mis facultades Constitucionales como Presidente de la República, Jefe de Estado y Comandante en Jefe de… https://t.co/Mm5ed23pO3;1288;933;[];[];Venezuela;Twitter for Android;República;es;0.0;0.0
265;9;2021-07-07 14:03:19;"Itamar Montalvão: ""Impeachment de Bolsonaro será o triunfo da República; Mantê-lo no cargo sinaliza que tudo é perm… https://t.co/0KaaXKsO9N";286;2686;[];[];São Paulo;TweetDeck;República;pt;0.0;0.0
266;10;2021-07-07 15:30:55;Un honor immens retrobar-vos i compartir a la Casa de la República una estona tan agradable, emocionant i sobretot… https://t.co/JLdPckhRos;1281;5434;[];[];Brussels, Belgium;Twitter for Android;República;ca;0.0;0.0
267;11;2021-07-07 20:22:08;#COMUNICADO | El Presidente @NicolasMaduro en nombre del pueblo y gobierno venezolanos, expresa su pesar, solidarid… https://t.co/snc0FTfCEt;1002;780;['COMUNICADO'];['NicolasMaduro'];Caracas, cuna de Bolívar;Twitter for Android;República;es;0.0;0.0
268;12;2021-07-07 21:45:38;Después del desgarrador episodio de Eriksen y sus dos derrotas iniciales, golearon a Rusia, destrozaron a Gales, ve… https://t.co/U0xnX5b88P;876;6970;[];[];;Twitter Web App;República;es;0.0;0.0
269;13;2021-07-07 10:30:53;"#Haití: ""A la una de la mañana, 7 de julio, un grupo de personas no identificadas, que hablaban en español e inglés… https://t.co/SmbsyTHzov";306;493;['Haití'];[];República Dominicana;Twitter Web App;República;es;0.0;0.0
270;14;2021-07-08 00:02:28;Se as Forças Armadas não quisessem ser vistas com instituições corrompidas não deveriam ter se aliado a um governo… https://t.co/51ijDdjbNv;875;4873;[];[];Brasilia;Twitter for Android;República;pt;0.0;0.0
271;15;2021-07-08 08:20:06;Garzón lucha contra el consumo de carne, menos en su boda donde hubo kilos de solomillos https://t.co/f5uGY6iuMF https://t.co/nfQs9fKjmz;1274;2844;[];[];Madrid;Echobox;República;es;0.0;0.0
272;1;2021-07-08 02:04:37;Lo que sucedió en Caracas hoy debería marcar un antes y después... ya basta de civiles muertos, basta de funcionari… https://t.co/4CtjTHotYA;6233;10124;[];[];Caracas, Venezuela;Twitter for Android;Caracas;es;0.0;0.0
273;2;2021-07-07 19:59:40;#Caracas En estos momentos se registra fuerte enfrentamiento en la Cota 905. Banda del Koki, Garbis y Vampi estaría… https://t.co/MeIVHAlnAK;1796;1679;['Caracas'];[];Caracas, Venezuela;Twitter for Android;Caracas;es;0.0;0.0
274;3;2021-07-08 10:40:19;#Caracas Desde las 5am reportan disparos desde la Cota 905. Evite transitar por los túneles del Cementerio, túneles… https://t.co/eZbJ3P8LAg;2936;2566;['Caracas'];[];Caracas, Venezuela;Twitter for Android;Caracas;es;0.0;0.0
275;4;2021-07-08 13:20:11;Hoy nuevamente Caracas amanece como zona de guerra, contabiliza heridos y muertos, con el miedo de nuestra gente de… https://t.co/SJe6j5o5tC;1404;1631;[];[];Vargas;Twitter for iPhone;Caracas;es;0.0;0.0
276;5;2021-07-08 12:01:40;La mañana hoy en el oeste de Caracas se prolonga como zona de guerra, situación que complace a la élite de la dicta… https://t.co/VoTsuG9aQk;663;867;[];[];Miami, FL;Twitter for iPhone;Caracas;es;0.0;0.0
277;6;2021-07-08 03:09:42;Yo se que hace mucho que es un horror todo todos los días, pero permítanme no caer en anomia y volverme a espantar:… https://t.co/nv6fHqJc1B;649;1527;[];[];Caracas - Venezuela;Twitter for iPhone;Caracas;es;0.0;0.0
278;7;2021-07-08 16:58:59;Imágenes como esta sobre el conflicto armado en el suroeste de Caracas no aparecen en la televisión venezolana. Los… https://t.co/ygIiuG2iY1;556;490;[];[];Caracas, Venezuela;Twitter Web App;Caracas;es;0.0;0.0
279;8;2021-07-08 02:45:38;"- Ejercicios militares del Comando Sur en Guyana
- Visita del jefe de la CIA a Colombia
- Visita del jefe de la CIA… https://t.co/H4ECldOtr0";1197;1137;[];[];Caracas, Venezuela;Twitter for iPhone;Caracas;es;0.0;0.0
280;9;2021-07-08 13:10:46;"Ahora la banda sonora de Caracas es la del Coqui. El traqueteo letal de sus armas. 

Mientras tanto, la dictadura s… https://t.co/SfQxAbqjSq";1237;2289;[];[];Caracas, Venezuela;Twitter for iPhone;Caracas;es;0.0;0.0
281;10;2021-07-08 13:57:32;El Koki y su banda sigue acosando a Caracas. Los vecinos del Oeste de la ciudad no tienen en este momento garantía… https://t.co/8T9lLC9LWn;827;930;[];[];Miranda, Venezuela;Twitter for iPhone;Caracas;es;0.0;0.0
282;1;2021-07-08 09:30:19;After 16 years at Real Madrid, it’s a new look for Sergio Ramos 🇫🇷 https://t.co/WWD64BmnP5;8429;65992;[];[];;TweetDeck;Sergio Ramos;en;0.16818181818181818;0.3772727272727273
283;2;2021-07-07 10:19:24;Sergio Ramos has completed his medical in Paris as new Paris-Saint Germain player. Contract already signed until Ju… https://t.co/SIifhhqkZ1;5785;56934;[];[];Milano, Italia;Twitter for iPhone;Sergio Ramos;en;0.06818181818181818;0.22727272727272727
284;3;2021-07-08 09:02:53;🚨🤝 Sergio Ramos à Paris c'est officiel ! Pour fêter l'arrivée de la légende, Unibet vous offre son maillot floqué 😍… https://t.co/eOFc2ZoAHA;3875;1234;[];[];Paris, France;TweetDeck;Sergio Ramos;fr;0.0;0.0
285;4;2021-07-08 09:15:57;OFFICIAL: Sergio Ramos joins PSG on a two-year deal 💪 https://t.co/sNH1QkzGEr;3650;40233;[];[];;TweetDeck;Sergio Ramos;en;0.0;0.0
286;5;2021-07-08 10:28:22;"Neymar contract ✅
Wijnaldum ✅
Hakimi ✅
Sergio Ramos ✅

PSG getting business done this summer ✍️ https://t.co/wcMIwueMZe";1737;18960;[];[];;TweetDeck;Sergio Ramos;en;0.0;0.0
287;6;2021-07-07 17:03:10;"SERGIO RAMOS 🇪🇸 SORT DE LA FACTORY ! 

C’EST FAIT ! IL A SIGNÉ AU PSG ET VIENT VOIR LES SUPPORTERS 🔴🔵

C’EST LA FOL… https://t.co/XcgkZzFibK";1910;6711;[];[];Paris;Twitter for iPhone;Sergio Ramos;fr;0.0;0.0
288;7;2021-07-07 14:58:50;"IL EST LÀ !!!

SERGIO RAMOS EST ARRIVÉ À LA FACTORY !! 🇪🇸🔴🔵🔥
#PSG https://t.co/BKHhdDFauk";1685;6082;['PSG'];[];Paris;Twitter for iPhone;Sergio Ramos;fr;0.0;0.0
289;8;2021-07-08 10:14:16;"🔴🔵 Sergio Ramos signs on until 2023 at Paris ✍️

Will he lift the #UCL trophy again this season?

@SergioRamos |… https://t.co/IT6ZMyVsDk";1577;23407;['UCL'];['SergioRamos'];Nyon, Vaud;Twitter Web App;Sergio Ramos;en;0.0;0.0
290;9;2021-07-08 09:07:48;BOMBAZO OFICIAL. Sergio Ramos es nuevo jugador del PSG. Llega como agente libre tras una legendaria etapa de 16 año… https://t.co/zIQOvyZP7D;646;8577;[];[];;Twitter Web App;Sergio Ramos;es;0.0;0.0
291;10;2021-07-08 11:09:06;OFICIAL! O PSG anunciou a contratação de Sergio Ramos nesta quinta, até junho de 2023! QUE REFORÇO, AMIGO! 🔥🔥🔥 #PSG… https://t.co/kYv5fpe6D0;695;11474;['PSG'];[];Brasil;Twitter for iPhone;Sergio Ramos;pt;0.0;0.0
292;11;2021-07-08 09:07:15;El PSG anuncia el fichaje de Sergio Ramos. Con Achraf, Donnaruma, Wijnaldum y ahora suena Pogba. Dónde está el lími… https://t.co/WesW0SqNCG;1151;8127;[];[];Tiana -Barcelona-Segovia;Twitter for iPhone;Sergio Ramos;es;0.0;0.0
293;12;2021-07-08 10:58:27;"Tuesday: Achraf Hakimi ✍️
Thursday: Sergio Ramos ✍️

PSG aren't messing about this week 👀 https://t.co/AI6Xet2rH1";654;10215;[];[];Everywhere;Twitter Web App;Sergio Ramos;en;0.0;0.0
294;13;2021-07-08 09:02:06;OFFICIAL: Sergio Ramos joins PSG after leaving Real Madrid earlier this summer ✍️ https://t.co/WOn7prc6Dt;1588;19944;[];[];Everywhere;Twitter Web App;Sergio Ramos;en;0.1;0.4
295;14;2021-07-08 10:25:48;"“Welcome to the family my friend!""

David Beckham 🤝 Sergio Ramos 

🔴🔵 #WelcomeSergio https://t.co/wBy8JBvGMz";627;5775;['WelcomeSergio'];[];;Twitter for iPhone;Sergio Ramos;en;1.0;0.9
296;15;2021-07-07 09:00:59;🔴🔵 Sergio #Ramos vient d’atterrir à Paris ! Il va passer la visite médicale comme prévu cet après midi avant de s’e… https://t.co/nDPRz3O7dC;814;5873;['Ramos'];[];Paris • Marseille;Twitter for iPhone;Sergio Ramos;fr;0.0;0.0
297;1;2021-07-07 13:50:15;Ya que López habló del Nobel, ¿qué están esperando las mascotas amaestradas del chisguete de transformación para ex… https://t.co/zFGsoECRJq;614;4125;[];[];;Twitter for iPhone;López;es;0.0;0.0
298;2;2021-07-08 15:38:58;Official and confirmed. Pau López joins OM from AS Roma on loan with buy option [potential obligation clause includ… https://t.co/IJemie8yZq;805;13088;[];[];Milano, Italia;Twitter for iPhone;López;en;0.2;1.0
299;3;2021-07-07 20:02:21;¿Qué lecciones se pueden aprender de la elección de un magistrado del @TC_Peru hecho al caballazo por el… https://t.co/CvzFCGOp4l;762;1606;[];['TC_Peru'];Peru;Twitter for iPhone;López;es;0.0;0.0
300;4;2021-07-07 16:14:04;"Les comparto una noticia que me hace muy feliz. 

López-Dóriga domina la conversación en Twitter e Instagram durant… https://t.co/cRH9DwmieS";514;3878;[];[];Ciudad de México;TweetDeck;López;es;0.0;0.0
301;5;2021-07-07 10:53:19;AS Roma are set to sign Rui Patricio from Wolves, agreement to be completed soon after €10m official bid [plus €3m… https://t.co/11yDJFJ2LF;1474;20879;[];[];Milano, Italia;Twitter for iPhone;López;en;0.0;0.0
302;6;2021-07-08 00:17:51;AMLO exhibe a Loret, López-Dóriga, Ciro, Azucena Uresti y Paco Zea en el QUIÉN ES QUIÉN. https://t.co/8HHrB5vDe1;315;644;[];[];Mexico, ME;Hootsuite Inc.;López;es;0.0;0.0
303;7;2021-07-07 20:28:21;Acuerdo final: Ricardo López Murphy va a competir en las PASO de Juntos por el Cambio en CABA contra María Eugenia Vidal.;635;2757;[];[];Buenos Aires;Twitter for iPhone;López;es;0.0;1.0
304;8;2021-07-06 23:13:37;"""La alcaldesa se coordina con la primera línea y se descoordina con las instituciones que defienden a los ciudadano… https://t.co/u2ZYkuWqqG";982;1431;[];[];Colombia;Twitter Ads;López;es;0.0;0.0
305;9;2021-07-08 16:27:23;Duque a Claudia López sobre implementación del informe de la CIDH: “La política exterior la dirige el Gobierno naci… https://t.co/AXc7sswqSs;267;728;[];[];Colombia;Echobox;López;es;0.0;0.0
306;10;2021-07-08 12:50:27;Claudia López no es competente para implementar recomendaciones de CIDH: Marta Lucía Ramírez #MañanasBLU https://t.co/IBrBBK1Z39;326;778;['MañanasBLU'];[];Bogotá, D.C., Colombia;Social Sharing Brightspot;López;es;0.0;0.0
307;11;2021-07-08 13:06:36;"Sí, Cristiano Ronaldo llegó a la 'mañanera'. 

Así recordó el presidente López Obrador la acción del delantero port… https://t.co/Q6QWflsmPs";191;952;[];[];Ciudad de México;Twitter Media Studio;López;es;0.0;0.0
308;12;2021-07-07 01:49:51;"the name of every play the Suns have run so far = ""Where is Brook Lopez?""";822;10178;[];[];New York, NY;Twitter Web App;López;en;0.1;1.0
309;13;2021-07-07 14:11:42;"🔴""O el señor López-Dóriga tuitea sin saber lo que difunde o lo hace de mala fe"": García Vilchis.👇… https://t.co/1ZtzbwmhJH";326;847;[];[];Ciudad de México;Hootsuite Inc.;López;es;0.0;0.0
310;14;2021-07-07 19:16:03;La iniciativa de crear Gas Bienestar, muy propia de los tiempos de Echeverría o López Portillo, generará competenci… https://t.co/Ci4FX1fN4G;292;892;[];[];México;Twitter Web App;López;es;0.0;0.0
311;1;2021-07-07 10:27:51;"정답..! W는 위버스 매거진 거울셀카!!
#태현 #TAEHYUN https://t.co/zl4tgtK1lp";57827;304082;['태현', 'TAEHYUN'];[];;Twitter for Android;taehyun;ko;0.0;0.0
312;2;2021-07-06 09:39:03;"S가 많네요 S는 스튜디오 춤 셀카였어요ㅎ
#태현 #TAEHYUN https://t.co/wOnbeF4uBi";53016;283158;['태현', 'TAEHYUN'];[];;Twitter for Android;taehyun;ko;0.0;0.0
313;3;2021-07-01 15:00:10;"파란 하늘~~💙🤍
#태현 #TAEHYUN https://t.co/IUoNzWuZzn";62303;318195;['태현', 'TAEHYUN'];[];;Twitter for Android;taehyun;ko;0.0;0.0
314;4;2021-07-03 06:40:47;"📢MOA(#모아) のみなさま 
『THE #MUSICDAY』🎶

#TOMORROW_X_TOGETHER 登場🎉

#SOOBIN
#YEONJUN
#BEOMGYU
#TAEHYUN
#HUENINGKAI

ひとつの夢で… https://t.co/Trw4vYgdQo";6313;20164;['모아', 'MUSICDAY', 'TOMORROW_X_TOGETHER', 'SOOBIN', 'YEONJUN', 'BEOMGYU', 'TAEHYUN', 'HUENINGKAI'];[];港区汐留と言いたいけど本当は東新橋;Twitter Web App;taehyun;ja;0.0;0.0
315;5;2021-07-08 16:44:51;"Absolutely gorgeous performance by #TOMORROW_X_TOGETHER's TAEHYUN singing ""Let me"" (Original Song: ZAYN)… https://t.co/834ptdMM4b";10;27;['TOMORROW_X_TOGETHER'];[];Los Angeles;Twitter Web App;taehyun;en;0.5375;0.825
316;6;2021-07-04 02:00:00;"#태현 의 야옹😺 이 왠지 들리는 것만 같아요♥
I think I can hear #TAEHYUN's meow
なんか #TAEHYUN のニャーが聞こえてるような気分

▶Notice:… https://t.co/MBuClpfD1u";1211;8649;['태현', 'TAEHYUN', 'TAEHYUN'];[];;Twitter Web App;taehyun;ja;0.0;0.0
317;7;2021-06-30 17:25:00;"TXT’s Taehyun Gushes Over How Thoughtful BTS’s Jungkook Was During A Recent Workout Session They Had

https://t.co/OSvL2saN8h";852;4949;[];[];Worldwide;TweetDeck;taehyun;en;0.2;0.375
318;8;2021-07-03 02:49:43;"Netizens applaud TOMORROW x TOGETHER Taehyun's creative way of sneezing 'the correct way'
https://t.co/0mDkdEpjxO";469;2927;[];[];Worldwide;Twitter Web App;taehyun;en;0.5;1.0
319;9;2021-06-30 14:20:00;"#Taehyun from #TXT's #Jungkookhyung had the sweetest gift for him

https://t.co/KUvqVePVpL";383;1297;['Taehyun', 'TXT', 'Jungkookhyung'];[];Bollywood;TweetDeck;taehyun;en;0.0;0.0
320;10;2021-06-30 16:55:00;"Fan Mixes Up TXT’s Beomgyu With Taehyun, But Beomgyu Has The Best Reaction

https://t.co/x3Fo9y7Wx4";75;823;[];[];Worldwide;TweetDeck;taehyun;en;1.0;0.3
321;1;2021-07-07 15:55:05;Para ellos la violación de derechos humanos en Venezuela es abominable, pero en Colombia no. Lo niegan de manera de… https://t.co/VHdrRmVmhO;1766;5128;[];[];BOGOTA, COLOMBIA;Twitter for iPhone;Venezuela;es;0.0;0.0
322;2;2021-07-08 03:09:41;Muy significativo Acto de Graduación y Ascensos al Grado de Tenientes y Tenientes de Corbeta, 1052 cadetes que se f… https://t.co/ilnmDd9Y5Z;1340;1073;[];[];Venezuela;Twitter for Android;Venezuela;es;0.0;0.0
323;3;2021-07-07 19:05:02;Desde Venezuela expresamos la más enérgica condena ante el asesinato del Presidente, Jovenel Moïse. ¡Un hecho lamen… https://t.co/qE0TMIoTWX;2813;2886;[];[];Venezuela;Twitter for Android;Venezuela;es;0.0;0.0
324;4;2021-07-07 19:40:43;Cierran programas de televisión ( @JesusCintora )señalan a editores ( @eljueves ) y despiden a periodistas (… https://t.co/KZYt5zGFCq;1029;2260;[];['JesusCintora', 'eljueves'];San Fernando, Cádiz, España;Twitter for iPhone;Venezuela;es;0.0;0.0
325;5;2021-07-08 14:34:07;Hace 1 año, Venezuela se enlutó con la partida física del Primer Actor, Daniel Alvarado. Un extraordinario artista… https://t.co/tSoqFpDaCe;959;749;[];[];Venezuela;Twitter for Android;Venezuela;es;0.0;0.0
326;6;2021-07-07 15:38:28;Todos los pasos necesarios para ir a Venezuela. 👉Gesto electoral de Alberto Fernández para la CGT: los trabajadores… https://t.co/MPUoJxXur7;803;1477;[];[];Ciudad Autónoma de Buenos Aires, Argentina;Twitter for iPhone;Venezuela;es;0.0;0.0
327;7;2021-07-08 12:40:33;Sí hay precedentes para la empresa Gas Bienestar que quiere establecer AMLO: Gas Comunal en Venezuela, una filial d… https://t.co/ScYPzTQ2nd;857;1707;[];[];México;Twitter Web App;Venezuela;es;0.0;0.0
328;8;2021-07-07 13:55:27;A este flyer le falta una arepa y es la demostración absoluta que Colombia y Venezuela son dos gemelos que estudiar… https://t.co/jwNNLnZ9VF;347;2188;[];[];en la Web.;Twitter Web App;Venezuela;es;0.0;0.0
329;9;2021-07-08 12:08:12;Venezuela alcanzará este año, según el FMI, tres importantes récords: la mayor inflación (HIPERINFLACIÓN), la mayor… https://t.co/hv9EmOJAy6;1297;1309;[];[];Venezuela;Twitter Web App;Venezuela;es;0.0;0.0
330;10;2021-07-07 11:05:29;"Hay quien haga en Haití lo que hace rato debió ocurrir en Venezuela.
Eso dijo Bolívar cuando fue a hablar con Petio… https://t.co/MGANqLVhAo";379;1228;[];[];Alemania;Twitter Web App;Venezuela;es;0.0;0.0
331;11;2021-07-07 23:11:28;Magnicidio en #Haiti, brutal represión en #Nicaragua, crisis migratoria en #Centroamérica, la peor crisis humanitar… https://t.co/fe1J4gGOAl;763;2127;['Haiti', 'Nicaragua', 'Centroamérica'];[];Costa Rica. México. Washington;Twitter for iPhone;Venezuela;es;-0.875;1.0
332;12;2021-07-07 10:37:53;"Así están las cosas en Venezuela:
Si Maduro usurpa y controla Miraflores, está solicitado por la DEA, con juicio pe… https://t.co/5J9Qvy3nZ6";276;537;[];[];Caracas, Venezuela;Twitter Web App;Venezuela;es;0.0;0.0
333;13;2021-07-07 19:13:22;"Agenda @IvanDuque 07/07/2021
1. Rechazo a informe de CIDH sobre Colombia.
2. Llamado a comunidad internacional para… https://t.co/VwwNB8GMiZ";1044;3582;[];['IvanDuque'];;Twitter Web App;Venezuela;es;0.0;0.0
334;14;2021-07-07 22:00:52;"Intervención en Haití y elecciones en Venezuela.

El bobolongo Guaidó es traidor a la patria. https://t.co/nqu29pvI80";316;468;[];[];Madrid, España;Twitter for Android;Venezuela;es;0.0;0.0
335;15;2021-07-07 18:07:56;La @CIDH que nunca condenó las masacres de las FARC, que guarda silencio frente a la dictadura en Venezuela, que no… https://t.co/HiHU9aZVEY;851;1186;[];['CIDH'];Hispanoamerica;Twitter for iPhone;Venezuela;es;0.0;0.0
336;1;2021-07-07 17:03:27;[UCC] Kim Seokjin becomes the showstopper of #LVMenFW21 collection https://t.co/6vE3Gb6gxL;2362;8926;['LVMenFW21'];[];Worldwide;Twitter Web App;seokjin;en;0.0;0.0
337;2;2021-07-07 10:10:59;i could watch seokjin sweeping around in a long plaid coat for hours on end;779;4456;[];[];uk / eleanor.bate@buzzfeed.com;Twitter for iPhone;seokjin;en;-0.05;0.4
338;3;2021-07-07 10:22:20;"Seokjin, the aura he possesses ✨ this felt like he was in a thriller drama 

#BTSxLouisVuitton #BTS 
https://t.co/snKJrPn94c";863;3299;['BTSxLouisVuitton', 'BTS'];[];Mumbai India ;Twitter for Android;seokjin;en;0.0;0.0
339;4;2021-07-07 10:28:12;Kim Seokjin though!!!! https://t.co/uVKXX2mUWj;608;4177;[];[];Philippines;Twitter for iPhone;seokjin;st;0.0;0.0
340;5;2021-07-07 02:14:33;Visualnya konsisten dari debut sampai sekarang https://t.co/2e92GVvdiz;519;1588;[];[];Indonesia;dlvr.it;seokjin;id;0.0;0.0
341;6;2021-07-07 10:00:02;Seokjin casually exposing Yoongi for having bear-themed underwear in front of thousands of fans: https://t.co/6BxvjXDmRd;23;241;[];[];Republic of the Philippines;Twitter Web App;seokjin;en;-0.5000000000000001;0.8666666666666667
342;7;2021-07-01 04:22:09;seokjin;742;6454;[];[];Washington, DC;Twitter Web App;seokjin;st;0.0;0.0
343;8;2021-07-05 09:25:00;"Comedian Ji Seokjin Apologized To BTS For His Cover Of “Dynamite,” But Jin’s Response Was Heartwarming

https://t.co/6C2aIuBAvD";642;3596;[];[];Worldwide;TweetDeck;seokjin;en;0.0;0.0
344;1;2021-07-08 00:05:27;"จากที่มีประชาชนสงสัยว่า การที่รัฐบาลไม่ยอมเปิดเผยวงเงินงบประมาณที่จัดซื้อวัคซีน Pfizer 20 ล้านโดส

อาจเป็นเพราะว่า… https://t.co/BZmYrVfPhi";32312;11984;[];[];Thailand;Twitter for Android;Pfizer;th;0.0;0.0
345;2;2021-07-07 18:16:36;Fica a lição: se quiser vender vacina pro Governo Brasileiro, não mande e-mail que nem a Pfizer, marca um Chopp no… https://t.co/t9K9TLT6np;5622;46164;[];[];Amapá, Brasil;Twitter for iPhone;Pfizer;pt;0.0;0.0
346;3;2021-07-07 18:51:00;A 13 year old boy named Jacob Clynick died in his sleep three days after getting his second dose of the Pfizer vacc… https://t.co/iJBZ1lbo8A;6734;14570;[];[];Washington D.C.;Twitter Web App;Pfizer;en;0.05;0.1
347;4;2021-07-08 09:34:06;การทูตของเกาหลีใต้มีประสิทธิภาพมากๆ หลังจากดีลกับอิสราเอล โดยให้ส่งมอบวัคซีน Pfizer ที่มีเกิน มาให้เกาหลีใต้ฉีดก่อน… https://t.co/l6OFHAXEqm;3310;904;[];[];Thailand;Twitter Web App;Pfizer;th;0.0;0.0
348;5;2021-07-08 09:13:12;"-Chegaram mais 600 mil doses da vacina da Pfizer na noite de ontem (7).

-Remessa faz parte das 7 milhões de doses… https://t.co/LOr4J2PhEu";4116;22764;[];[];Brasília, Brasil;Twitter for iPhone;Pfizer;pt;0.0;0.0
349;6;2021-07-07 12:18:12;"วัคซีน Pfizer 20 ล้านโดส ใช้งบประมาณเท่าไหร่

วัคซีน Moderna 5 ล้านโดส ที่เป็นมติลับ ใช้งบประมาณเท่าไหร่

ประชาชนต้… https://t.co/VcDMlQnAcp";10010;4730;[];[];Thailand;Twitter for Android;Pfizer;th;0.0;0.0
350;7;2021-07-08 00:17:21;"Chegaram! 600 mil doses da vacina Pfizer que acabaram de pousar em Viracopos (SP). 🛬
A remessa faz parte das 7 milh… https://t.co/iScMqsS4hW";779;4391;[];[];João Pessoa-PB;Twitter for iPhone;Pfizer;pt;0.0;0.0
351;8;2021-07-07 14:46:03;Deixa eu ver se entendi: em vez de mandar mais de 100 e-mails formais oferecendo vacinas, seria mais efetivo se a P… https://t.co/p6AHqZWhT2;661;6195;[];[];Rio de Janeiro - RJ;Twitter Web App;Pfizer;pt;0.0;0.0
352;9;2021-07-07 15:17:47;The teen’s father, Fabio Berlingieri, said his son was vaccinated on June 15, and about a week later started compla… https://t.co/AFDpH8vG4F;3564;5183;[];[];Los Angles, California;TweetDeck;Pfizer;en;0.0;0.0
353;10;2021-07-07 18:09:52;UK health chiefs sneak out warnings on Pfizer and Moderna's Covid vaccine https://t.co/GXRcCGRQX0;905;987;[];[];;SocialFlow;Pfizer;en;0.0;0.0
354;11;2021-07-08 07:40:09;นี่คือภาพรวมการเปรียบเทียบประสิทธิภาพล่าสุดของวัคซีนชนิดเชื้อตายอย่าง Sinovac และวัคซีนชนิด mRNA อย่าง Pfizer-BioNT… https://t.co/2W7XcpWDO3;1059;363;[];[];Thailand;Twitter Web App;Pfizer;th;0.0;0.0
355;12;2021-07-07 15:49:03;Hoy arribaron al país dos embarques de vacunas: un millón de dosis de SinoVac y 232 mil 830 dosis de Pfizer BioNTec… https://t.co/cFFGzCR9tJ;1168;4335;[];[];;Twitter Web App;Pfizer;es;0.0;0.0
356;13;2021-07-07 17:23:46;Eu entenderia muito mais essa iniciativa por “urgência de 400M de doses de vacinas” que se relata à CPI se não esti… https://t.co/v2hOZCuCmX;600;6164;[];[];São Paulo;Tweetbot for iΟS;Pfizer;pt;0.0;0.0
357;1;2021-07-08 16:33:15;#HappyBirthdayToARMY 💜 https://t.co/Nny2NLIffz;485;1751;['HappyBirthdayToARMY'];[];Worldwide;Twitter for iPhone;#HappyBirthdayToARMY;vi;0.0;0.0
358;2;2021-07-08 15:26:21;"no better place to be 💜

#HappyBirthdayToARMY
#HappyARMYDay
#생일축하해_아미 https://t.co/1Z4Tj2pInd";291;768;['HappyBirthdayToARMY', 'HappyARMYDay', '생일축하해_아미'];[];uk / eleanor.bate@buzzfeed.com;Twitter for iPhone;#HappyBirthdayToARMY;ko;-0.25;0.5
359;3;2021-07-08 15:55:35;"Happy 8th Birthday to us, #BTSARMY! 🥳🥳🥳

PROUD is really an understatement with the intelligence, talent, hard work… https://t.co/FRJYX77uro";40;107;['BTSARMY'];[];Geneva, SWITZERLAND;Twitter for iPhone;#HappyBirthdayToARMY;en;0.4270833333333333;0.6854166666666667
360;4;2021-07-08 16:39:02;Celebrating my first official #HappyBirthdayToARMY 💜 Have a great day to all Amiiiiiis!!!💜;18;132;['HappyBirthdayToARMY'];[];Republic of the Philippines;Twitter for Android;#HappyBirthdayToARMY;en;0.525;0.5416666666666666
