;fecha;texto;retweets;favoritos;hashtags;menciones;localizacion;origen;topic
8;2021-07-07 21:42:27;"Tyler Linderbaum: no. 3️⃣ on the PFFCollege50

The #1 Offensive Lineman in CFB https://t.co/yoJiMJHsJA";79;804;[];[];Cincinnati, OH;Twitter for iPhone;tyler
9;2021-07-07 16:47:13;"Tyler, The Creator &amp; The Chopstars - CALL ME IF YOU GET CHOPPED (Album Stream)

https://t.co/UgoLRmS5C7 [… https://t.co/0xxA7vPZwY";68;186;[];[];#ILLROOTS4;Twitter for iPhone;tyler
10;2021-07-08 13:02:38;TYLER DURDEN: Welcome to Fight Club. The first rule of Fight Club is: you do not talk about Fight Club. The second… https://t.co/ZE21MCx3RY;82;463;[];[];London, from Adelaide;Twitter for Android;tyler
11;2021-07-07 13:01:17;"#Alabama head coach @nate_oats with the 360 on Lake Tuscaloosa. 

(Video via @tyler_hearing) https://t.co/XLaCeNTk2M";137;1289;['Alabama'];['nate_oats', 'tyler_hearing'];Tuscaloosa;Twitter for iPhone;tyler
12;2021-07-07 15:44:04;When Senior Airman Tyler J. Vance, structural journeyman at Aviano Air Base, Italy, noticed water gushing from a ce… https://t.co/PyVaypZCyg;40;159;[];[];;Sprout Social;tyler
13;2021-07-07 15:12:52;"Tyler est plus matinal que le reste du groupe.

Tyler is clearly a morning person.

#GoHabsGo https://t.co/aGdmvMtTp5";44;1073;['GoHabsGo'];[];Montréal;Twitter Media Studio;tyler
14;2021-07-08 00:00:00;"""Going to Kentucky has set me up for success down the line"" - Tyler Herro 

The USA Basketball practices are starti… https://t.co/Er5uYo6Qbw";51;473;[];[];Kentucky, USA;TweetDeck;tyler
15;2021-07-07 02:30:33;13(!) songs from @tylerthecreator's #CallMeIfYouGetLost have charted on the Billboard Hot 100 🌸🏆… https://t.co/x1nGfS19Eq;200;2259;['CallMeIfYouGetLost'];['tylerthecreator'];;TweetDeck;tyler
1;2021-07-07 15:11:43;Juez Federal determina que Silvano Aureoles violó libertad de expresión de maestro en Aguililla. https://t.co/63dGiVLyne;713;1244;[];[];Mexico, ME;Hootsuite Inc.;Juez
2;2021-07-07 16:17:20;Juez Federal gira orden de aprehensión en contra de Ramón Eduardo Pequeño, ex mando de la PF. https://t.co/j4AJRg5SVG;1020;1791;[];[];Mexico, ME;Hootsuite Inc.;Juez
3;2021-07-07 22:37:14;La prueba de que vivimos una dictadura desde el golpe lagarto del 2019, es lo dicho por la señora Barrios que dice… https://t.co/7V3xGwpBEh;1055;3050;[];[];Lima;Twitterrific for iOS;Juez
4;2021-07-07 04:06:59;"Cuando hay Estado de Derecho un humilde juez puede parar hasta una reforma migratoria.
Pregunten en Estados Unidos.… https://t.co/mGOhXa0PBx";1671;7827;[];[];Lima, Peru;Twitter for Android;Juez
5;2021-07-08 15:50:47;#ÚLTIMAHORA | Juez ordena aprehensión de Miguel Alemán Magnani por presunta defraudación fiscal… https://t.co/0NZrrurX90;444;1013;['ÚLTIMAHORA'];[];México;TweetDeck;Juez
6;2021-07-07 14:07:07;Nos toca a nosotras y nosotros, en el ejercicio de un derecho que hemos conquistado y al que no habremos de renunci… https://t.co/p9gyyZDGh9;428;658;[];[];Mexico;Twitter for iPhone;Juez
7;2021-07-07 17:46:18;Acciones UIF. https://t.co/jSakdRkfnk;1502;4026;[];[];Ciudad de México;Twitter for Android;Juez
8;2021-07-07 04:03:20;El juez puede solicitar el auxilio policial para cumplir su resolución y solicitar al Ministerio Público iniciar in… https://t.co/Hf7sS65zf5;199;816;[];[];Lima, Peru;Twitter for Android;Juez
9;2021-07-07 01:19:40;"Un tal Castiglioni dice que el Congreso debe ""acatar"" la orden de un juez contra el Congreso. Se nota que quiere se… https://t.co/37w0rNecmu";509;2179;[];[];Lima;Twitterrific for iOS;Juez
10;2021-07-08 17:01:21;Una vergüenza el voto del juez Rosenkrantz. El fundamento de su disidencia es que no se trataba de una sentencia de… https://t.co/zxloZbFStP;215;560;[];[];Buenos Aires, Argentina;Twitter for iPhone;Juez
11;2021-07-08 15:39:14;Un juez ordenó la aprehensión del empresario Miguel Alemán Magnani por su presunta responsabilidad en defraudación… https://t.co/qypXIe5LKP;182;524;[];[];;Twitter for iPhone;Juez
12;2021-07-06 21:38:00;#NoticiasUno| Anuncio de Barbosa en Armenia sobre captura de supuestos vándalos fue hecho después de que juez los h… https://t.co/296g932ujm;674;983;['NoticiasUno'];[];Bogotá, Colombia.;TweetDeck;Juez
13;2021-07-07 19:07:17;Por orden de un juez, cuentas bancarias de Cabeza de Vaca seguirán congeladas. https://t.co/w1tlzODiFg;157;383;[];[];Mexico, ME;Hootsuite Inc.;Juez
14;2021-07-08 17:20:00;Un Juez federal giró una orden de aprehensión contra el empresario Miguel Alemán Magnani, debido a la presunta defr… https://t.co/bwFpZqXfG6;69;127;[];[];México;TweetDeck;Juez
15;2021-07-07 10:28:30;#ÚltimaHora 🔴 El juez pide a Defensa y a Exteriores todas las comunicaciones y documentos sobre la entrada de Brahi… https://t.co/WV042b6VmQ;142;285;['ÚltimaHora'];[];España;Besocy_Oficial;Juez
1;2021-07-08 11:06:16;Senadores de EEUU respaldan investigación de CIDH en Colombia https://t.co/DP7gxRSGuW;913;2192;[];[];Colombia;Twitter for iPhone;EEUU
2;2021-07-08 13:31:10;"Según el uribismo:

- La @CIDH es comunista.
- La @mbachelet es de izquierda.
- La @ONUHumanRights es marxista.
- E… https://t.co/PQypxbSHOp";634;1292;[];['CIDH', 'mbachelet', 'ONUHumanRights'];Colombia;Twitter for Android;EEUU
3;2021-07-07 23:02:00;"Senadores de EEUU anuncian en carta a Biden, su respaldo a la investigación de la CIDH en Colombia
https://t.co/IfekrrjDbE";355;613;[];[];Bogotá, Colombia;TweetDeck;EEUU
4;2021-07-07 17:34:39;#ÚLTIMAHORA La primera dama de Haití, herida en el ataque, será evacuada a Miami (embajador haitiano en EEUU) #AFP https://t.co/3otb2cm3Vi;303;466;['ÚLTIMAHORA', 'AFP'];[];Montevideo, Uruguay;TweetDeck;EEUU
5;2021-07-07 17:23:56;"#ÚLTIMAHORA Asesinos del presidente haitiano eran mercenarios ""profesionales"" (embajador de Haití en EEUU) #AFP https://t.co/XCKZXxWs2l";379;546;['ÚLTIMAHORA', 'AFP'];[];Montevideo, Uruguay;TweetDeck;EEUU
6;2021-07-08 02:11:49;“EEUU sabía lo que estaba haciendo cuando mandó a matar al Comandante Chávez. Sabía dónde golpear. Sólo un líder co… https://t.co/fAsrzxQm6h;435;513;[];[];Caracas, Venezuela;Twitter for iPhone;EEUU
7;2021-07-07 02:33:48;"Necesitan volver a la Argentina xq en EEUU son pobres y la meritocracia es una joda.
Las cosas como son.";313;1709;[];[];;Twitter for Android;EEUU
8;2021-07-08 03:36:17;"Canciller @jaarreaza: ""El Cmdte. Chávez vió en Irán, en su liderazgo y en su pueblo una potencia en formación, una… https://t.co/1UXRx8RVEN";93;69;[];['jaarreaza'];Venezuela;Twitter for Android;EEUU
9;2021-07-08 00:40:44;"Los supuestos asesinos del presidente de Haití, Jovenel Moise, fueron ""interceptados"" por la Policía, anunció una f… https://t.co/28oOSheSOQ";79;135;[];[];Berlin, Germany;TweetDeck;EEUU
10;2021-07-08 02:58:11;El Primer Ministro se reunió con representantes de EEUU, tras el asesinato del presidente. Así cierra la Jornada en… https://t.co/ObE9EXN2O2;74;62;[];[];Caracas;Twitter for iPhone;EEUU
11;2021-07-07 12:44:34;"Nueva actualización sobre #Haití. 
-Lideres del mundo lamentan el asesinato del presidente #JovenelMoise. 
-Testigo… https://t.co/xb0eYjzGbn";73;62;['Haití', 'JovenelMoise'];[];Beirut, Líbano;Twitter Web App;EEUU
12;2021-07-08 02:59:17;Por primera vez en la historia, tres mujeres están a cargo del intercambio comercial en México, EEUU y Canadá. Impo… https://t.co/G64KUXqUZb;80;365;[];[];Washington, D.C.;Twitter Web App;EEUU
13;2021-07-08 10:32:05;Consideran inminente intervención de EEUU en Haití https://t.co/n6qRm4ADCn #NDigital https://t.co/riv0ui6AKV;92;425;['NDigital'];[];;dlvr.it;EEUU
14;2021-07-07 20:40:00;"#NotiMippCI 📰🗞| Presidente Maduro a EEUU: No se metan en los asuntos internos de Venezuela.  
 Lea más ⏩… https://t.co/flmUqH2tYb";133;24;['NotiMippCI'];[];Venezuela;TweetDeck;EEUU
1;2021-07-07 20:39:28;Salvador Allende es uno de los peores Presidentes que han gobernado nuestro país y el daño que hizo a Chile dejó fr… https://t.co/uUHHA8jWzf;798;1249;[];[];Chile.;Twitter for iPhone;Salvador
2;2021-07-08 03:50:11;El Gobierno de El Salvador expulsa al periodista mexicano Daniel Lizárraga, editor del medio digital @_elfaro_, que… https://t.co/reyES3uUHJ;303;482;[];['_elfaro_'];;Echobox;Salvador
3;2021-07-07 11:25:02;"Salvador Illa ha tenido la desfachatez de reconocerse ""sorprendido por el tono más agresivo de Pere Aragonés tras l… https://t.co/ILQ9PQBcFO";717;2013;[];[];Tarragona, España;Twitter Web App;Salvador
4;2021-07-07 02:32:31;"Me encanta esta sinceridad:

Claramente dice: “el presidente Nayib Bukele está en la mira”.

Y “la lucha por el pod… https://t.co/7kqyDFGlgP";1334;6547;[];[];El Salvador;Twitter for iPhone;Salvador
5;2021-07-07 20:59:12;“China ha enviado más de 4 millones de vacunas contra el #COVID19 a El Salvador, esto servirá para inmunizar a más… https://t.co/Q9RjNLmLuB;346;2249;['COVID19'];[];El Salvador;Twitter for iPhone;Salvador
6;2021-07-07 13:52:41;"El Hospital Salvador Gonzalez Herrejón amaneció así hoy.
Una Imagen que dice más  que 1000 palabras.
Ya olvídate qu… https://t.co/zCD5F9uHNB";611;1464;[];[];Contigo de manera digital. ;Twitter for iPad;Salvador
7;2021-07-07 14:20:28;El Salvador condena enérgicamente el asesinato del presidente de la República de Haití, Jovenel Moïse, ocurrido en… https://t.co/eQCdjP6cEu;296;1169;[];[];San Salvador, El Salvador;Twitter for Android;Salvador
8;2021-07-07 21:40:53;"#Periodismo en El Salvador | ""Hoy he sido agredido con una bofetada por el subinspector Martínez Velásquez"", denunc… https://t.co/MqQFzk8BsF";307;677;['Periodismo'];[];San Salvador, El Salvador;Echobox;Salvador
9;2021-07-07 12:48:21;El asesinato de Jovenel Moïse, presiente de Haití, es el primero de un gobernante en funciones en América Latina de… https://t.co/ud1vVs7FJs;561;2168;[];[];Ciudad de México;Twitter for iPhone;Salvador
10;2021-07-08 16:48:12;El Estado fallido está ahora en el centro de Caracas, ya no tienes que ir a Apure o a Bolivar para verlo. La buena… https://t.co/2T4agoWl7m;352;550;[];[];Santiago de León de Caracas, Venezuela;Twitter for iPhone;Salvador
11;2021-07-06 23:29:57;ÚLTIMA HORA | El Centro contra la Corrupción y la Impunidad en el Norte de Centroamérica pidió a El Salvador, Guate… https://t.co/4NCUW0W9if;352;888;[];[];San Salvador, El Salvador;Echobox;Salvador
12;2021-07-07 19:51:26;Gobierno de El Salvador ordena al periodista mexicano Daniel Lizárraga abandonar el país https://t.co/RZN1ty2AXS vía @pajaropolitico;196;311;[];['Pajaropolitico'];;Twitter for iPhone;Salvador
13;2021-07-08 01:46:42;"#LoÚltimo 
Fallece Walter DJ, reconocido exponente de la música electrónica en El Salvador. Walter Rodríguez murió… https://t.co/c6OXpPw0W1";188;924;['LoÚltimo'];[];El Salvador;Twitter Web App;Salvador
14;2021-07-07 19:16:32;#ElSalvador | Agentes de Extranjería del Gobierno Bukele notificaron este martes al periodista mexicano @danliza qu… https://t.co/Ygbd5JLy6l;233;366;['ElSalvador'];['danliza'];El Salvador;Twitter Web App;Salvador
15;2021-07-07 19:53:23;En el Aeropuerto Internacional de El Salvador ha aterrizado la aeronave de cargo que transporta este importante lot… https://t.co/pHaybpZMyT;106;212;[];[];El Salvador;Twitter for iPhone;Salvador
1;2021-07-07 13:48:53;"🔴 Los trabajadores no podrán elegir libremente la obra social al iniciar un nuevo vínculo laboral

🔶 El decreto era… https://t.co/zSaiyIOuEX";413;436;[];[];;TweetDeck;Santiago
2;2021-07-07 22:02:04;Grupo saqueó ferretería y farmacia en centro de Santiago: instalaron barricadas en la Alameda  https://t.co/gwyoAKL8Uc;485;271;[];[];Chile;Autopublicador WordPress BBCL;Santiago
3;2021-07-08 00:09:57;«Maduro dictador»: Hackearon las pantallas del aeropuerto internacional Santiago Mariño (Foto). https://t.co/nBMATJS0Na;335;433;[];[];Caracas, Venezuela;AlbertoNews;Santiago
4;2021-07-07 11:17:01;Dato: El jefe del PCE y asesor de las FARC Enrique Santiago tiene un ático en Chamberí con 2 terrazas que ronda el… https://t.co/NFkJdgtSHv;539;462;[];[];;Twitter for Android;Santiago
5;2021-07-08 17:37:32;A propósito de la pregunta que ayer me hizo Santiago Pavlovic sobre mi Salud Mental creo que es legítimo conocer la… https://t.co/2a0NjCNSj8;579;3739;[];[];Punta Arenas;Twitter for Android;Santiago
6;2021-07-08 15:01:29;OFICIAL | Acuerdo con el @CCP1912oficial para el traspaso del lateral izquierdo Santiago Arzamendia, que se convier… https://t.co/ijmv9ingoE;605;2569;[];['CCP1912oficial'];Cádiz;Twitter for Advertisers;Santiago
7;2021-07-07 02:30:45;"Mario Negri: ""Santiago Cafiero es un guarango"" https://t.co/9AP4FNlz00 vía @A24COM";395;1302;[];['A24COM'];Córdoba, Argentina;Twitter for Android;Santiago
8;2021-07-08 02:42:24;Gabriel Boric agradece la pregunta de Santiago Pavlovic y la agradece porque hablar de salud mental no puede ser un… https://t.co/ZelLVNfaWD;255;1085;[];[];Santiago de Chile;Twitter Web App;Santiago
9;2021-07-08 02:22:20;Qué entereza y altura de miras nuestro candidato @gabrielboric ante pregunta y contrapregunta del periodista Santia… https://t.co/SB69RQ2rci;506;4371;[];['gabrielboric'];Stgo, Chile;Twitter for Android;Santiago
10;2021-07-08 16:13:33;“Nuestras universidades públicas tantas veces vapuleadas” dice Santiago Cafiero, Jefe de Gabinete. Mire lo que le r… https://t.co/gth32d7ahh;358;667;[];[];;Twitter for iPhone;Santiago
11;2021-07-08 03:29:22;"23' GOOOOOOOOL de La Máquina anotado por Santiago Giménez. 

🚂 1 - 0 🐹";210;4837;[];[];Ciudad de México;Twitter for iPhone;Santiago
12;2021-07-07 03:01:02;Ante la pregunta de Santiago Pavlovic sobre el desigual  sistema de pensiones de las FF.AA. @ignaciobriones_ no res… https://t.co/WfsgXVcRTw;286;554;[];['ignaciobriones_'];Santiago de Chile;Twitter Web App;Santiago
13;2021-07-08 01:15:17;Santiago Taboada, alcalde de Benito Juárez, informó que el incendio en la colonia San Simón Ticumac está controlado… https://t.co/f0vgzqI3tc;82;157;[];[];México DF;Anvato Live Cloud;Santiago
14;2021-07-08 15:20:25;😍🇵🇾 ¡Santiago Arzamendia tiene un mensaje para todos los cadistas! https://t.co/hJjyBRMWnu;139;908;[];[];Cádiz;Twitter for iPhone;Santiago
15;2021-07-07 03:55:00;#DebatePrimariasxLaRed Santiago Pavlovic pregunta a Desbordes por temas de corrupción en el Ejército durante su ges… https://t.co/olSoKSjIRh;181;355;['DebatePrimariasxLaRed'];[];La Serena, Chile;Twitter Web App;Santiago
1;2021-07-07 19:59:40;#Caracas En estos momentos se registra fuerte enfrentamiento en la Cota 905. Banda del Koki, Garbis y Vampi estaría… https://t.co/MeIVHAlnAK;1796;1679;['Caracas'];[];Caracas, Venezuela;Twitter for Android;Koki
2;2021-07-08 01:53:15;Según el fiscal designado por la extinta ANC, los integrantes de @FundaREDES_ están presos porque no presentaron pr… https://t.co/FtTjwUEVGv;635;496;[];['FundaREDES_'];Caracas, Venezuela;Twitter for iPhone;Koki
3;2021-07-07 20:58:21;¿Y ahora cómo vivo yo sabiendo que es Koki y no Coqui? https://t.co/9HH6M6MxDf;687;2197;[];[];El Llano;Twitter Web App;Koki
4;2021-07-07 21:36:07;"¡EL ESTADO SOY YO!

Koki https://t.co/6kTJ9HwOQ3";1226;1541;[];[];instagram.com/edoilustrado/;Twitter Web App;Koki
5;2021-07-08 13:57:32;El Koki y su banda sigue acosando a Caracas. Los vecinos del Oeste de la ciudad no tienen en este momento garantía… https://t.co/8T9lLC9LWn;825;929;[];[];Miranda, Venezuela;Twitter for iPhone;Koki
6;2021-07-08 16:01:07;"NO COMAN CUENTO: 
Megabandas como la del Koki, carteles de drogas, grupos terroristas, los pranes de las cárceles,… https://t.co/tkT0D8WNgj";330;536;[];[];Caracas, Venezuela;Twitter Web App;Koki
7;2021-07-07 20:12:24;Se observan sujetos armados pertenecientes a la banda del Koki/Garbis y Vampi en los alrededores de la Plaza Madariaga;411;341;[];[];Caracas, Venezuela;Twitter for Android;Koki
8;2021-07-08 11:57:56;Militares rumbearon en La Carlota por su ascenso mientras el Koki tenía su fiesta armada en la Cota 905 (Video). https://t.co/yNQJkP0Q95;290;150;[];[];Caracas, Venezuela;AlbertoNews;Koki
9;2021-07-08 14:30:25;"Koki. Coqui. 
No importa tanto cómo se escriba. 
Lo que importa -y alarma, y estremece- es el imperio que ha erigid… https://t.co/MZcB6ZrtHt";280;596;[];[];Caracas, Venezuela;Twitter for iPhone;Koki
10;2021-07-08 13:44:27;La pregunta es si usted cree que el Koki estaría dispuesto a entregar el poder por elecciones.;219;609;[];[];CCS - LAX;Twitter for iPhone;Koki
11;2021-07-08 15:38:26;#ENVIDEOS Banda de la Cota 905 continúa disparando hacia Quinta Crespo y El Paraíso https://t.co/ODgFOUrPpR https://t.co/0IWAG9A25T;424;295;['ENVIDEOS'];[];Venezuela;Twitter Media Studio;Koki
12;2021-07-08 03:37:01;¿Quien puede hablar de elecciones o salidas varias cuando el Koki es dueño de media Caracas y sus otras franquicias… https://t.co/a8VFqLvrFO;222;308;[];[];El Planeta Tierra;Twitter for iPhone;Koki
13;2021-07-08 03:52:14;Hasta “Tracer” tiene el Koki, son municiones trazadoras que marcan un objetivo para luego seguir disparando. En el… https://t.co/kHjrnBd0iM;71;47;[];[];El Planeta Tierra;Twitter for iPhone;Koki
